"","Tweets","471","","","","","","","","","","","","","","","","","","","","","","","","",""
"1084362384049930240","https://twitter.com/datGestruepp/status/1084362384049930240","13.01.2019","Guten Morgen ihr Lieben! Habt einen zauberhaften Sonntag! #Kritzelkaffee","http://pbs.twimg.com/media/Dwxt01kXcAAXQa0.jpg","","Luftballons aus ""Oben"" Pixar Film","ja","","","","","","","","","","","","","","","","","","","",""
"1084717691213107201","https://twitter.com/datGestruepp/status/1084717691213107201","14.01.2019","Guten Morgähn! Habt einen spannenden Tages!  #Kritzelkaffee","http://pbs.twimg.com/media/Dw2w-fHX4AA2mx4.jpg","","Ohngesicht (studio ghibli)","ja","","","","","","","","","","","","","","","","","","","",""
"1085046866847416320","https://twitter.com/datGestruepp/status/1085046866847416320","15.01.2019","Guten Morgen liebe Frühaufsteher*innen!  Ich glaub ich will doch wieder ins Bett! 😳 #Kritzelkaffee","http://pbs.twimg.com/media/Dw7cXKiX4AAMnDu.jpg","","""Es""","ja","","","","","","","","","","","","","","","","","","","",""
"1085434792404021248","https://twitter.com/datGestruepp/status/1085434792404021248","16.01.2019","Guten Morgäähhchzzz... ChzzzZZZzz.... #Kritzelkaffee","http://pbs.twimg.com/media/DxA9LTRX4AA2g3N.jpg","","Pummeluff","ja","","","","","","","","","","","","","","","","","","","",""
"1085793491169497088","https://twitter.com/datGestruepp/status/1085793491169497088","17.01.2019","Guten Morgen!! Schon fast Wochenende!! #Kritzelkaffee","http://pbs.twimg.com/media/DxGDaEbWwAAHiHL.jpg","","Harvey (Edna bricht aus, Deadelic)","ja","","","","","","","","","","","","","","","","","","","",""
"1086156519786401793","https://twitter.com/datGestruepp/status/1086156519786401793","18.01.2019","Guten Morgen ihr Lieben! Es ist Freutag! Los! Den schaffen wir auch noch! #Kritzelkaffee","http://pbs.twimg.com/media/DxLNlQ-X4AAxzZ4.jpg","","Pacman","ja","","","","","","","","","","","","","","","","","","","",""
"1086554020964118528","https://twitter.com/datGestruepp/status/1086554020964118528","19.01.2019","Gute Morgen ihr Lieben! Lasst euch keinen Kaffee klauen! #Kritzelkaffee","http://pbs.twimg.com/media/DxQ3GeVW0AANlwK.jpg","","Tentakel (the Day of the Tentacle)","ja","","","","","","","","","","","","","","","","","","","",""
"1086884044405653504","https://twitter.com/datGestruepp/status/1086884044405653504","20.01.2019","#Kritzelkaffee ♥️","http://pbs.twimg.com/media/DxVjRZxXcAAHupK.jpg","","Leminge (Game)","ja","","","","","","","","","","","","","","","","","","","",""
"1087243567725248513","https://twitter.com/datGestruepp/status/1087243567725248513","21.01.2019","Morgähn! Warum sind Montags immer alle so schlecht gelaunt? #Kritzelkaffee","http://pbs.twimg.com/media/DxaqPftWoAUfgzk.jpg","","die blaue Elise (Pink Panther)","ja","","","","","","","","","","","","","","","","","","","",""
"1087602656292433920","https://twitter.com/datGestruepp/status/1087602656292433920","22.01.2019","Guten Morgen! Wer suchet, der findet.  Irgendwann. #Kritzelkaffee","http://pbs.twimg.com/media/DxfwhsEXQAAcKQ8.jpg","","Dori (Findet Nemo)","ja","","","","","","","","","","","","","","","","","","","",""
"1087969307110318081","https://twitter.com/datGestruepp/status/1087969307110318081","23.01.2019","Guten Morgen ihr Lieben! Ich glaub ich spinn! #Kritzelkaffee","http://pbs.twimg.com/media/Dxk-Q0QX0AAS6Y-.jpg","","Pumuckel","ja","","","","","","","","","","","","","","","","","","","",""
"1088338588973051904","https://twitter.com/datGestruepp/status/1088338588973051904","24.01.2019","Ich bin hier, Du bist hier, Schnabeltier!  Guten Morgen! Ich wünsche euch einen schönen Donnerstag! #Kritzelkaffee","http://pbs.twimg.com/media/DxqOKasWkAAfhv3.jpg","","Schnabeltier (Deponia)","ja","","","","","","","","","","","","","","","","","","","",""
"1088680233794981889","https://twitter.com/datGestruepp/status/1088680233794981889","25.01.2019","Es ist Freutag!! Und darum bin ich so fröhlich, so fröhlich, so fröhlich...! #Kritzelkaffee","http://pbs.twimg.com/media/DxvE41cX0AA1Y7l.jpg","","Alfred Jodocus Kwak","ja","","","","","","","","","","","","","","","","","","","",""
"1089061208018296832","https://twitter.com/datGestruepp/status/1089061208018296832","26.01.2019","Guten Morgähn! Habt einen tollen Samstag! #Kritzelkaffee","http://pbs.twimg.com/media/Dx0fYSDW0AEw9Nu.jpg","","Baymax","ja","","","","","","","","","","","","","","","","","","","",""
"1089429834252632064","https://twitter.com/datGestruepp/status/1089429834252632064","27.01.2019","Guten Morgen! Oh Besuch, wie toll! #Kritzelkaffee","http://pbs.twimg.com/media/Dx5upKTWkAE94Or.jpg","","Ernie & Bert","ja","","","","","","","","","","","","","","","","","","","",""
"1089786576652173312","https://twitter.com/datGestruepp/status/1089786576652173312","28.01.2019","Guten Morgähn! Awww, in einem unbekannten Land...  ... warum tut sie mir Honig in den Kaffee???  #Kritzelkaffee","http://pbs.twimg.com/media/Dx-zFFzX0AECtSs.jpg","","Biene Maja","passt","","","","","","","","","","","","","","","","","","","",""
"1090131423179223040","https://twitter.com/datGestruepp/status/1090131423179223040","29.01.2019","Morgähn! Immer diese Belästigungen an morgen! #Kritzelkaffee","http://pbs.twimg.com/media/DyDsu5mWsAAFhxO.jpg","","Ei Range","ja","","","","","","","","","","","","","","","","","","","",""
"1090506226084077574","https://twitter.com/datGestruepp/status/1090506226084077574","30.01.2019","Guten Morgen!  *Gamboyanschaltgeräusch*  #Kritzelkaffee","http://pbs.twimg.com/media/DyJBnnxWsAAbsBh.jpg","","Super Mario","passt :D","","","","","","","","","","","","","","","","","","","",""
"1090870188025761794","https://twitter.com/datGestruepp/status/1090870188025761794","31.01.2019","Guten Morgen liebe Schmiegehäschen! Habe einen aufregenden Tag! Und denk immer daran: Das Licht am Ende des Tunnels ist oft nur eine sterbenden Leuchtqualle! #Kritzelkaffee","http://pbs.twimg.com/media/DyOMonLW0AADMLu.jpg","","Stollentroll (Zamonien)","","","","","","","","","","","","","","","","","","","","",""
"1091234270406955008","https://twitter.com/datGestruepp/status/1091234270406955008","01.02.2019","Guten Morgen! Es ist Wochenende und Zeit für ein bisschen Action! *summt Titelmelodie* #Kritzelkaffee","http://pbs.twimg.com/media/DyTXxJNXcAAFS_3.jpg","","Marshmallowmann (Ghostbusters)","passt!","","","","","","","","","","","","","","","","","","","",""
"1091594899135361025","https://twitter.com/datGestruepp/status/1091594899135361025","02.02.2019","Guten MorgAAACK!! Lasst euch nicht stören und dreht euch einfach noch mal um.  #Kritzelkaffee","http://pbs.twimg.com/media/DyYfwqoW0AEsGMU.jpg","","Hei Hei (Huhn aus Vaiana)","ok :)","","","","","","","","","","","","","","","","","","","",""
"1091951490674159622","https://twitter.com/datGestruepp/status/1091951490674159622","03.02.2019","Ich wünsche euch einen schönen Sonntag! Und jetzt: alle zusammen tanzt das Brot!! #Kritzelkaffee","http://pbs.twimg.com/media/DydkFFJWsAEORgN.jpg","","Bernd das Brot","ja-es schimmelt...","","","","","","","","","","","","","","","","","","","",""
"1092318266377334784","https://twitter.com/datGestruepp/status/1092318266377334784","04.02.2019","Guten Morgen! Zum Glück war noch kein Kaffee drin! Montag ist aber auch gefährlich! #Kritzelkaffee","http://pbs.twimg.com/media/DyixqOVX4AAK3JI.jpg","","Gremlin","Hab vergessen wie die heißen... ^^°","","","","","","","","","","","","","","","","","","","",""
"1092662219551268865","https://twitter.com/datGestruepp/status/1092662219551268865","05.02.2019","Guten Morgen liebe Frühaufsteher*innen! Sooooo müde! #Kritzelkaffee","http://pbs.twimg.com/media/DynqejHWkAA5EuD.jpg","","Sailormoon","ja...","","","","","","","","","","","","","","","","","","","",""
"1093051432616583169","https://twitter.com/datGestruepp/status/1093051432616583169","06.02.2019","Guten Morgen! Ich bin schon fast wach! Und ihr? #Kritzelkaffee","http://pbs.twimg.com/media/DytMeFkX4AALXNg.jpg","","Gonzo (Muppetshow)","LUL Ja","","","","","","","","","","","","","","","","","","","",""
"1093387858168201217","https://twitter.com/datGestruepp/status/1093387858168201217","07.02.2019","Guten Morgähhhn! Braucht wer einen Informanten? #Kritzelkaffee","http://pbs.twimg.com/media/Dyx-cqNWkAIUF1K.jpg","","Max (Game Sam & Max)","Sam & KAtze!","","","","","","","","","","","","","","","","","","","",""
"1093765219212541953","https://twitter.com/datGestruepp/status/1093765219212541953","08.02.2019","Gute Morgen! Ich wünsche euch einen entspannten Start ins Wochenende!  #Kritzelkaffee","http://pbs.twimg.com/media/Dy3Vp1UX0AAB94x.jpg","","Woodstock (Snoopy)","ja","","","","","","","","","","","","","","","","","","","",""
"1094133307992870912","https://twitter.com/datGestruepp/status/1094133307992870912","09.02.2019","Guten MWAS ZUM GEIER IST PASSIERT??! #Kritzelkaffee","http://pbs.twimg.com/media/Dy8kbHLXQAEro42.jpg","","von Tim Burton inspiriert","ok","","","","","","","","","","","","","","","","","","","",""
"1094516778867351555","https://twitter.com/datGestruepp/status/1094516778867351555","10.02.2019","Guten Morgen liebe Langschläfer*innen! Schon ausgeschlafen? #Kritzelkaffee","http://pbs.twimg.com/media/DzCBMXlX4AAh9kX.jpg","","Sid das Faultier","passt","","","","","","","","","","","","","","","","","","","",""
"1094847010694418432","https://twitter.com/datGestruepp/status/1094847010694418432","11.02.2019","Guten Morgen! Oha! Montags sollte man ja generell vorsichtig sein! #Kritzelkaffee","http://pbs.twimg.com/media/DzGtiSJWwAEuhDm.jpg","","Der Pinguin (aus Wallace & Gromit)","ok","","","","","","","","","","","","","","","","","","","",""
"1095195865189371904","https://twitter.com/datGestruepp/status/1095195865189371904","12.02.2019","Guten Morgen liebe Frühaufsteher*innen! Awwwwww wer bist du den? #Kritzelkaffee","http://pbs.twimg.com/media/DzLq0dQX0AIvWJD.jpg","","Ponyo (Anime Film)","ja","","","","","","","","","","","","","","","","","","","",""
"1095587803138871297","https://twitter.com/datGestruepp/status/1095587803138871297","13.02.2019","Guten Morgen! Er wird jetzt wohl viele brauchen. 😉 #Kritzelkaffee","http://pbs.twimg.com/media/DzRPSR7WsAAjG9t.jpg","","KriegundFreitag (Cartoonzeichner)","LUL ;D OK","","","","","","","","","","","","","","","","","","","",""
"1095928687516631041","https://twitter.com/datGestruepp/status/1095928687516631041","14.02.2019","Wird sich noch entscheiden ob der Morgen gut wird.  #Kritzelkaffee","http://pbs.twimg.com/media/DzWFUR2W0AAYZZN.jpg","","Armor","ok.....","","","","","","","","","","","","","","","","","","","",""
"1096305218936020992","https://twitter.com/datGestruepp/status/1096305218936020992","15.02.2019","Guten Morgen! Es ist Freitag! Achtet auf Spinnenweben, das Wochenende wird schon mal entstaubt! #Kritzelkaffee","http://pbs.twimg.com/media/DzbbxGCXgAADOBQ.jpg","","Spiderman","jo","","","","","","","","","","","","","","","","","","","",""
"1096647543885303809","https://twitter.com/datGestruepp/status/1096647543885303809","16.02.2019","Guten Morgähn! Hui! Heute wird’s wohl richtig voll! 😍 #grouphug #Kritzelkaffee","http://pbs.twimg.com/media/DzgTGhUWwAAWVE7.jpg","","Cantinabewohner","ja","","","","","","","","","","","","","","","","","","","",""
"1097016802117382144","https://twitter.com/datGestruepp/status/1097016802117382144","17.02.2019","Guten Morgähn! Habt ihr auch so gut geschlafen wie EXTERMINAAAAAT!! #Kritzelkaffee","http://pbs.twimg.com/media/Dzli9qBWsAENGTV.jpg","","Dalek (Dr. Who)","ja","","","","","","","","","","","","","","","","","","","",""
"1097385490905513985","https://twitter.com/datGestruepp/status/1097385490905513985","18.02.2019","Montag??? Das kann ja kein gutes Ende nehmen! Haltet durch! #Kritzelkaffee","http://pbs.twimg.com/media/DzqyRcwX0AEljDi.jpg","","Marvin (Per Anhalter durch die Galaxis)","""Neuere"" Filmversion :(","","","","","","","","","","","","","","","","","","","",""
"1097734604117684226","https://twitter.com/datGestruepp/status/1097734604117684226","19.02.2019","Guten Morgähn! Da ist Schleim in meinen Kaffee!  😐 #Kritzelkaffee","http://pbs.twimg.com/media/DzvvyhGXgAAtl1W.jpg","","Garry (Spongebob)","jo","","","","","","","","","","","","","","","","","","","",""
"1098136309795819520","https://twitter.com/datGestruepp/status/1098136309795819520","20.02.2019","Einen flauschigen guten Morgen  wünsche ich euch! ❤️ #Kritzelkaffee","http://pbs.twimg.com/media/Dz1dItkWoAAFzvN.jpg","","Flausch Raupe (Raupling)","jo","","","","","","","","","","","","","","","","","","","",""
"1098484442023297024","https://twitter.com/datGestruepp/status/1098484442023297024","21.02.2019","Guten Morgen! Mit Grüßen aus der Kindheit. Naja aus meiner jedenfalls. 😘 #Kritzelkaffee","http://pbs.twimg.com/media/Dz6Zwu-WwAEKwmU.jpg","","Arnold (Hey Arnold!)","ja","","","","","","","","","","","","","","","","","","","",""
"1098823537522032641","https://twitter.com/datGestruepp/status/1098823537522032641","22.02.2019","Guten Morgen liebe Frühaufsteher*innen.  Ich glaube da kommt was!  #Kritzelkaffee","http://pbs.twimg.com/media/Dz_OKwiWkAAF1QZ.jpg","","wackelndes Wasserglas (Insider Jurassic Park)","""Oh Kacke"" (TM) :D","","","","","","","","","","","","","","","","","","","",""
"1099207758811987968","https://twitter.com/datGestruepp/status/1099207758811987968","23.02.2019","Guten Morgähn! Ich bin noch viel zu müde zum Aufstehen! (Und ja, Mini-Suse trug Topfschnitt!) #Kritzelkaffee","http://pbs.twimg.com/media/D0ErnOxWkAIDV4Z.jpg","","Sandmännchen","Ost!","","","","","","","","","","","","","","","","","","","",""
"1099562804191858688","https://twitter.com/datGestruepp/status/1099562804191858688","24.02.2019","Guten Morgen! Nun... gesprächig isser ja nicht gerade... #Kritzelkaffee","http://pbs.twimg.com/media/D0Juh8FXgAEDR98.jpg","","Batman","ok","","","","","","","","","","","","","","","","","","","",""
"1099919690334457856","https://twitter.com/datGestruepp/status/1099919690334457856","25.02.2019","Montags hat man immer etwas mehr knuddelbedarf. In dem Sinne, guten Morgen und hier der heutige #Kritzelkaffee !","http://pbs.twimg.com/media/D0OzHL1XgAACqqY.jpg","","I-Aah","ja","","","","","","","","","","","","","","","","","","","",""
"1100277071564156928","https://twitter.com/datGestruepp/status/1100277071564156928","26.02.2019","Guten Morgen liebe Frühaufsteher*innen! Habt einen entspannten Tag! #Kritzelkaffee","http://pbs.twimg.com/media/D0T4Jc1WwAARrJs.jpg","","Mumin","ja","","","","","","","","","","","","","","","","","","","",""
"1100643151432290305","https://twitter.com/datGestruepp/status/1100643151432290305","27.02.2019","Guten Morgen! Mensch! Lange nicht gesehen! #Kritzelkaffee","http://pbs.twimg.com/media/D0ZFGIVW0AA8Nbo.jpg","","Comander Keen","passt","","","","","","","","","","","","","","","","","","","",""
"","","28.02.2019","","","","","","","","","","","","","","","","","","","","","","","","",""
"1101363389497044992","https://twitter.com/datGestruepp/status/1101363389497044992","01.03.2019","Guten Morgen liebe Frühaufsteher*innen! Mit dem wollt ich ja schon immer mal nen Käffchen trinken.  #Kritzelkaffee","http://pbs.twimg.com/media/D0jUJb4XcAAAQ4Z.jpg","","Marvin Clifford (Comiczeichner)","sexy","","","","","","","","","","","","","","","","","","","",""
"1101733728961945600","https://twitter.com/datGestruepp/status/1101733728961945600","02.03.2019","Guten Morgen ihr Lieben! Ähm... hallo?! #Kritzelkaffee","http://pbs.twimg.com/media/D0ok_ABWwAA0Kjx.jpg","","Der Flix (Comiczeichner)","joa","","","","","","","","","","","","","","","","","","","",""
"1102109447411908608","https://twitter.com/datGestruepp/status/1102109447411908608","03.03.2019","Guten Morgen! Was? Ist hier irgendwo ein Nest? #Kritzelkaffee","http://pbs.twimg.com/media/D0t6sqYWwAABsDE.jpg","","Onkel Jo","Ja","","","","","","","","","","","","","","","","","","","",""
"1102453151540695041","https://twitter.com/datGestruepp/status/1102453151540695041","04.03.2019","Guten Morgen! Frühstück! #Kritzelkaffee","http://pbs.twimg.com/media/D0yzS6jWkAAy-9F.jpg","","Pan & Gronkh","joa","","","","","","","","","","","","","","","","","","","",""
"1102808510243524608","https://twitter.com/datGestruepp/status/1102808510243524608","05.03.2019","Guten Morgen! Der gute Kaffee! #Kritzelkaffee","http://pbs.twimg.com/media/D032efGWsAADpk9.jpg","","Ottifant","ja","","","","","","","","","","","","","","","","","","","",""
"1103172201103179778","https://twitter.com/datGestruepp/status/1103172201103179778","06.03.2019","Guten Morgen liebe Frühaufsteher*innen! Ob er mich auch mit nach Elysium nimmt?! 🤩 #Kritzelkaffee","http://pbs.twimg.com/media/D09BQR6X0AEvPLV.jpg","","Rufus (Deponia)","ok","","","","","","","","","","","","","","","","","","","",""
"1103539207069487104","https://twitter.com/datGestruepp/status/1103539207069487104","07.03.2019","Guten Morgen! Wie funktioniert das jetzt noch mal mit dem Kaffee? #Kritzelkaffee","http://pbs.twimg.com/media/D1CPCmXX4AEhFT4.jpg","","Die Maus (Sendung mit der Maus)","jo <3","","","","","","","","","","","","","","","","","","","",""
"1103910018510815232","https://twitter.com/datGestruepp/status/1103910018510815232","08.03.2019","Guten Morgen! Mit einem kleinen Fässchen Kaffee gut in den Tag! #Kritzelkaffee","http://pbs.twimg.com/media/D1HgSsSVAAARxYU.jpg","","Obelix","ist nicht dick!","","","","","","","","","","","","","","","","","","","",""
"1104277600598441984","https://twitter.com/datGestruepp/status/1104277600598441984","09.03.2019","Endlich Samstag! Also: Probier’s mal mit Gemütlichkeit! #Kritzelkaffee","http://pbs.twimg.com/media/D1MunB8WwAAOAMe.jpg","","Balu der Bär (Dschungelbuch)","jo","","","","","","","","","","","","","","","","","","","",""
"1104646720842055681","https://twitter.com/datGestruepp/status/1104646720842055681","10.03.2019","Guten Morgähn! Äh was? Wieviel? #Kritzelkaffee","http://pbs.twimg.com/media/D1R-UiCX4AAdR-S.jpg","","Graf Zahl","ok ","","","","","","","","","","","","","","","","","","","",""
"1105005014739812352","https://twitter.com/datGestruepp/status/1105005014739812352","11.03.2019","Guten Morgen.  Heute ein Coffee to go, es gibt viel zu tun! #Kritzelkaffee","http://pbs.twimg.com/media/D1XELtkXcAAzbPK.jpg","","Der weiße Hai","ok","","","","","","","","","","","","","","","","","","","",""
"1105350896777482240","https://twitter.com/datGestruepp/status/1105350896777482240","12.03.2019","Guten Mor... ach ich muss ganz dringend... ähm... also... behalten Sie ruhig den Kaffee... #Kritzelkaffee","http://pbs.twimg.com/media/D1b-xNmX4AAKeSv.jpg","","Creeper","ok","","","","","","","","","","","","","","","","","","","",""
"1105730340549812225","https://twitter.com/datGestruepp/status/1105730340549812225","13.03.2019","Guten Morgen! Ach, auch erkältet? #Kritzelkaffee","http://pbs.twimg.com/media/D1hX3mKWwAAFDB5.jpg","","Darth Vader","ok","","","","","","","","","","","","","","","","","","","",""
"1106092374227406848","https://twitter.com/datGestruepp/status/1106092374227406848","14.03.2019","Guten Morgähn! Ja ich brauche heute einfach wen der mich durch die Gegend trägt. #Kritzelkaffee","http://pbs.twimg.com/media/D1mhIkeWsAATG0X.jpg","","Hulk","passt!","","","","","","","","","","","","","","","","","","","",""
"1106437885371273216","https://twitter.com/datGestruepp/status/1106437885371273216?s=20","15.03.2019","Guten Morgen!!
Vergesst den Schirm nicht! Und legt euch was um den Hals, es ist immer noch kalt!
#Kritzelkaffee #fürmichnurTee","http://pbs.twimg.com/media/D1rbXkPXgAEgePL.jpg","","Totoro (Giblih Film)","ja","","","","","","","","","","","","","","","","","","","",""
"1106827495448420352","https://twitter.com/datGestruepp/status/1106827495448420352","16.03.2019","Guten Morgen! Sind wir nicht alle ein bisschen Hein? #Kritzelkaffee","http://pbs.twimg.com/media/D1w9uRVX0AE2zdc.jpg","","Hein Blöd (Kapitän Blaubär)","passt!","","","","","","","","","","","","","","","","","","","",""
"1107181555259269120","https://twitter.com/datGestruepp/status/1107181555259269120","17.03.2019","Guten Morgen! Mit lieben Grüßen aus der Kindheit! ❤️ #Kritzelkaffee","http://pbs.twimg.com/media/D11_vaHWoAEOhph.jpg","","Poldi (Hallo Spencer)","ja","","","","","","","","","","","","","","","","","","","",""
"1107541433207218176","https://twitter.com/datGestruepp/status/1107541433207218176","18.03.2019","Guten Morgen! Gibt’s jetzt ein Feuerwerk?  #Kritzelkaffee","http://pbs.twimg.com/media/D17HDANX0AAqd_x.jpg","","Gandalf","passt!","","","","","","","","","","","","","","","","","","","",""
